chr,category,startpos,endpos,sample_count,fragment_count,total_fragment_size_bp
5,3,49698180,52084365,1,1,2386185
5,3,49698180,55062915,1,1,5364735
5,3,49698180,74069863,1,1,24371683
5,3,49698180,77784738,1,1,28086558
5,3,49698180,78378824,1,1,28680644
5,3,49698180,79282798,1,1,29584618
5,3,49698180,81572464,1,1,31874284
5,3,49698180,112379095,1,1,62680915
5,3,49698180,126732427,1,1,77034247
5,3,49698180,139625743,1,1,89927563
5,3,49698180,180661256,1,1,130963076
5,3,49698180,180687212,1,1,130989032
5,4,49698180,60200665,1,1,10502485
5,4,49698180,140180737,1,1,90482557
5,4,49698180,151771852,1,1,102073672
5,4,49698180,159463687,1,1,109765507
5,4,49698180,162944709,1,1,113246529
5,4,49698180,180668801,1,1,130970621
5,2,50045967,66429329,1,1,16383362
5,2,50045967,115339086,1,1,65293119
5,3,50045967,55759986,1,1,5714019
5,3,50045967,59941486,1,1,9895519
5,3,50045967,75924472,1,1,25878505
5,3,50045967,90024735,1,1,39978768
5,3,50045967,93410244,1,1,43364277
5,3,50045967,93731985,1,1,43686018
5,3,50045967,93872945,1,1,43826978
5,3,50045967,133541548,1,1,83495581
5,3,50045967,134305799,1,1,84259832
5,3,50045967,140614830,1,1,90568863
5,3,50045967,141303633,1,1,91257666
5,4,50045967,56778103,1,1,6732136
5,4,50045967,57753456,1,1,7707489
5,3,50052888,68398889,1,1,18346001
5,3,50052888,70834833,1,1,20781945
5,3,50052888,96130836,1,1,46077948
5,3,50052888,180669370,1,1,130616482
5,3,50052888,180687212,1,1,130634324
5,3,50053015,180652135,1,1,130599120
5,2,50057729,83476194,1,1,33418465
5,3,50685505,180687212,1,1,130001707
5,2,52084365,82940273,1,1,30855908
5,3,52084365,140023818,1,1,87939453
5,3,52084365,169310213,1,1,117225848
5,2,52096889,70809169,1,1,18712280
5,4,52157374,180668801,1,1,128511427
5,3,52193287,180668801,1,1,128475514
5,3,52979097,57754004,1,1,4774907
5,3,54404015,109181682,1,1,54777667
5,3,54404015,139889166,1,1,85485151
5,3,54572163,55058992,1,1,486829
5,2,55206444,88056898,1,1,32850454
5,3,55455600,180674152,1,1,125218552
5,2,55759810,180674152,1,1,124914342
5,3,55760879,180651383,1,1,124890504
5,2,55807370,180674152,1,1,124866782
5,4,56180480,58489384,1,1,2308904
5,3,57754005,73992881,1,1,16238876
5,2,58882102,112770027,1,1,53887925
5,3,58882102,112884728,1,1,54002626
5,3,58882102,147468971,1,1,88586869
5,3,58882102,147478785,1,1,88596683
5,3,58882102,177482586,1,1,118600484
5,3,59899413,60186618,1,1,287205
5,3,59941486,145858010,1,1,85916524
5,3,60199363,60982645,1,1,783282
5,3,60199363,61602219,1,1,1402856
5,3,60199363,140801298,1,1,80601935
5,3,60199363,168690612,1,1,108491249
5,2,60241142,67569746,1,1,7328604
5,2,61602219,61826663,1,1,224444
5,2,61602219,64848442,1,1,3246223
5,2,61673670,68720419,1,1,7046749
5,4,61785936,79355192,1,1,17569256
5,2,62073118,103978969,1,1,41905851
5,2,62073118,108171483,1,1,46098365
5,3,63665335,121767643,1,1,58102308
5,4,63665335,139745800,1,1,76080465
5,2,64447777,180582980,1,1,116135203
5,2,64838584,142513686,1,1,77675102
5,2,64848442,112770465,1,1,47922023
5,2,64848442,145144419,1,1,80295977
5,2,64954159,145393364,1,1,80439205
5,2,65350374,180582980,1,1,115232606
5,2,66195701,180582980,1,1,114387279
5,3,66195774,115188660,1,1,48992886
5,2,66226652,160097632,1,1,93870980
5,2,66226652,161119071,1,1,94892419
5,3,66226652,162940739,1,1,96714087
5,3,66386171,149006837,1,1,82620666
5,4,66406143,129240972,1,1,62834829
5,2,66459878,111504479,1,1,45044601
5,2,66459878,114462355,1,1,48002477
5,2,66462325,112227939,1,1,45765614
5,3,67522722,149247637,1,1,81724915
5,1,68390203,68390203,1,1,0
5,3,68390203,71490962,1,1,3100759
5,2,68390284,68715310,1,1,325026
5,4,68390284,149265875,1,1,80875591
5,3,68399722,70308251,1,1,1908529
5,2,68415902,70308251,1,1,1892349
5,2,68513599,70806958,1,1,2293359
5,3,70389030,174953573,1,1,104564543
5,3,70800475,96518792,1,1,25718317
5,2,70807991,73981270,1,1,3173279
5,2,70811821,70922616,1,1,110795
5,3,70837295,72800295,1,1,1963000
5,2,70927856,83476194,1,1,12548338
5,3,71519664,72419617,1,1,899953
5,3,72861580,180669370,1,1,107807790
5,2,72980869,112119593,1,1,39138724
5,3,73148481,73932315,1,1,783834
5,2,73930751,74651084,1,1,720333
5,2,73981270,147478785,1,1,73497515
5,2,73992609,96518792,1,1,22526183
5,2,74066386,111530284,1,1,37463898
5,2,74097552,96339273,1,1,22241721
5,4,74651084,75469885,1,1,818801
5,3,74948945,82835724,1,1,7886779
5,3,74984818,76343999,1,1,1359181
5,3,75470030,78596044,1,1,3126014
5,3,75924472,76359024,1,1,434552
5,3,75927635,115837772,1,1,39910137
5,3,75932869,76359024,1,1,426155
5,3,76607841,180687212,1,1,104079371
5,2,78417012,98194781,1,1,19777769
5,3,79286831,180582980,1,1,101296149
5,4,79361265,87497977,1,1,8136712
5,3,79412238,132335951,1,1,52923713
5,3,79443169,125936672,1,1,46493503
5,3,79443169,145144419,1,1,65701250
5,3,81573992,162940739,1,1,81366747
5,5,82815408,156482099,1,1,73666691
5,3,82849120,127485599,1,1,44636479
5,2,83476194,87968953,1,1,4492759
5,2,85586579,90151589,1,1,4565010
5,2,85586584,135228165,1,1,49641581
5,3,85586584,131663062,1,1,46076478
5,3,85586584,137780368,1,1,52193784
5,2,86565127,87502292,1,1,937165
5,2,86633973,139680027,1,1,53046054
5,2,86633973,140051983,1,1,53418010
5,3,87498027,131821866,1,1,44323839
5,2,87968953,96364063,1,1,8395110
5,2,87968953,96518792,1,1,8549839
5,3,87968953,90449031,1,1,2480078
5,4,87968953,96364063,1,1,8395110
5,5,87968953,96364063,1,1,8395110
5,5,87968953,162944709,1,1,74975756
5,6,87968953,96364063,1,1,8395110
5,2,88026130,96518792,1,1,8492662
5,3,89312582,156479424,1,1,67166842
5,3,89312582,161322889,1,1,72010307
5,3,89312582,162890953,1,1,73578371
5,5,89705390,147498019,1,1,57792629
5,5,89705390,154308307,1,1,64602917
5,5,89769999,149000039,1,1,59230040
5,5,89820984,167182055,1,1,77361071
5,4,90052289,118691121,1,1,28638832
5,3,92956865,96364063,1,1,3407198
5,3,93720017,180687212,1,1,86967195
5,4,93743323,140051983,1,1,46308660
5,4,94006023,180670470,1,1,86664447
5,3,94043353,141248963,1,1,47205610
5,3,94278129,180670470,1,1,86392341
5,3,96363407,139930592,1,1,43567185
5,2,98115828,110407507,1,1,12291679
5,3,98199204,108516629,1,1,10317425
5,2,98210732,101575091,1,1,3364359
5,2,99921841,139740454,1,1,39818613
5,2,99921841,140054485,1,1,40132644
5,2,99921841,167182055,1,1,67260214
5,3,102249546,132388068,1,1,30138522
5,3,102249546,132918994,1,1,30669448
5,2,102891695,180662331,1,1,77770636
5,3,108516629,138728533,1,1,30211904
5,2,108691738,180687212,1,1,71995474
5,5,108713970,161292685,1,1,52578715
5,3,109027534,148407708,1,1,39380174
5,4,110003134,111071297,1,1,1068163
5,3,110408705,115832056,1,1,5423351
5,2,110819753,141975067,1,1,31155314
5,2,111066820,141975067,1,1,30908247
5,3,111481600,172461243,1,1,60979643
5,3,111504479,121776301,1,1,10271822
5,2,111506069,112926982,1,1,1420913
5,3,111545670,154306972,1,1,42761302
5,2,112102231,115428439,1,1,3326208
5,3,112164561,115176589,1,1,3012028
5,2,112228667,112926982,1,1,698315
5,3,112379289,156747669,1,1,44368380
5,3,112851088,135178142,1,1,22327054
5,3,112899250,178358274,1,1,65459024
5,2,112917278,142513686,1,1,29596408
5,2,112929013,178410519,1,1,65481506
5,2,115298232,118556350,1,1,3258118
5,3,115469773,140182101,1,1,24712328
5,2,117938722,120022105,1,1,2083383
5,3,118275043,145858010,1,1,27582967
5,2,118532034,120021819,1,1,1489785
5,3,118669304,154308307,1,1,35639003
5,2,118691693,118811533,1,1,119840
5,2,118811533,122359640,1,1,3548107
5,4,118813240,140037272,1,1,21224032
5,3,121518378,126993263,1,1,5474885
5,3,121761021,122758268,1,1,997247
5,3,121776301,180651383,1,1,58875082
5,2,122425832,147478785,1,1,25052953
5,2,122739421,140615609,1,1,17876188
5,2,123974608,148977613,1,1,25003005
5,4,123974608,129244133,1,1,5269525
5,3,126156551,145144419,1,1,18987868
5,3,126734267,127697589,1,1,963322
5,2,127469859,147204192,1,1,19734333
5,1,127609633,127777997,1,1,168364
5,4,127614472,128301971,1,1,687499
5,4,127622983,128301971,1,1,678988
5,3,127777997,158523522,1,1,30745525
5,3,129244133,147012186,1,1,17768053
5,2,129521126,133909475,1,1,4388349
5,3,129521126,178408861,1,1,48887735
5,3,131667356,175995935,1,1,44328579
5,4,131822072,180651383,1,1,48829311
5,3,132362296,145144419,1,1,12782123
5,3,132409074,180687212,1,1,48278138
5,4,132918994,140263290,1,1,7344296
5,5,132918994,140263290,1,1,7344296
5,3,133311842,180687212,1,1,47375370
5,3,133561589,137206560,1,1,3644971
5,3,134033777,140048707,1,1,6014930
5,3,134033777,140187322,1,1,6153545
5,4,134223593,140801104,1,1,6577511
5,2,134331921,137206560,1,1,2874639
5,1,134782450,137323117,1,1,2540667
5,3,134914233,148679301,1,1,13765068
5,3,134914233,158140222,1,1,23225989
5,3,135178231,150647040,1,1,15468809
5,4,135228165,137902339,1,1,2674174
5,2,135258105,140867347,1,1,5609242
5,3,137241856,140955777,1,1,3713921
5,3,137241856,180687212,1,1,43445356
5,3,137844198,148610276,1,1,10766078
5,2,138117938,161292685,1,1,23174747
5,3,138861146,147693826,1,1,8832680
5,3,139740454,140807343,1,1,1066889
5,3,139742956,140807343,1,1,1064387
5,4,139818004,140803241,1,1,985237
5,4,139921961,140073883,1,1,151922
5,1,139941228,140870949,1,1,929721
5,3,140027181,140807343,1,1,780162
5,5,140048209,140763029,1,1,714820
5,3,140051983,140683265,1,1,631282
5,5,140052271,140807224,1,1,754953
5,2,140054257,167182055,1,1,27127798
5,2,140070876,149001551,1,1,8930675
5,3,140081791,180687212,1,1,40605421
5,5,140181734,140307969,1,1,126235
5,3,140183058,140237548,1,1,54490
5,5,140188383,140209467,1,1,21084
5,3,140222641,141694021,1,1,1471380
5,3,140242479,147478785,1,1,7236306
5,4,140346468,180687212,1,1,40340744
5,3,140480852,140793007,1,1,312155
5,3,140480852,180582980,1,1,40102128
5,3,140559849,180687212,1,1,40127363
5,3,140615221,180687212,1,1,40071991
5,2,140615733,148682188,1,1,8066455
5,3,140620228,180687212,1,1,40066984
5,3,140710705,141694021,1,1,983316
5,4,140783596,180687212,1,1,39903616
5,3,140797630,180582980,1,1,39785350
5,3,140801298,177483118,1,1,36681820
5,3,140803241,180668801,1,1,39865560
5,3,140807256,180651383,1,1,39844127
5,3,140856265,180687212,1,1,39830947
5,4,140856265,178410839,1,1,37554574
5,3,140857798,150480520,1,1,9622722
5,3,140857798,162910199,1,1,22052401
5,2,140869599,172351130,1,1,31481531
5,2,140871425,180687212,1,1,39815787
5,3,140953681,180687212,1,1,39733531
5,3,141005004,161302728,1,1,20297724
5,3,141249022,180687212,1,1,39438190
5,3,141304318,180687212,1,1,39382894
5,3,142416741,147450085,1,1,5033344
5,3,146435163,180652030,1,1,34216867
5,3,146971253,154395682,1,1,7424429
5,3,147286054,147889677,1,1,603623
5,3,147475386,147481018,1,1,5632
5,2,147477551,147481018,1,1,3467
5,2,147479991,147480955,1,1,964
5,2,147479991,147481018,1,1,1027
5,3,147479991,147480868,1,1,877
5,3,147479991,147486677,1,1,6686
5,4,147479991,147481018,1,1,1027
5,2,147481018,180674152,1,1,33193134
5,2,147481430,180674152,1,1,33192722
5,3,147481430,177483154,1,1,30001724
5,3,147481430,178310446,1,1,30829016
5,3,147486774,176316344,1,1,28829570
5,5,147498523,154306972,1,1,6808449
5,3,147703416,167182055,1,1,19478639
5,3,147902703,176315299,1,1,28412596
5,1,148521711,148620224,1,1,98513
5,3,148618708,148680010,1,1,61302
5,3,148624593,180651383,1,1,32026790
5,3,148680020,180687212,1,1,32007192
5,3,148682188,172351130,1,1,23668942
5,3,148758695,180687212,1,1,31928517
5,5,149001551,155771587,1,1,6770036
5,2,149003627,150907753,1,1,1904126
5,3,149008403,150592481,1,1,1584078
5,3,150413406,178507090,1,1,28093684
5,3,150413406,178540975,1,1,28127569
5,3,150489390,162909716,1,1,12420326
5,3,150496853,178548514,1,1,28051661
5,4,150647156,150696540,1,1,49384
5,3,150722675,177676990,1,1,26954315
5,3,150843996,158140222,1,1,7296226
5,4,150843996,151171509,1,1,327513
5,3,150891733,150914184,1,1,22451
5,2,150917545,167182055,1,1,16264510
5,3,151236039,170720755,1,1,19484716
5,4,151772055,180668801,1,1,28896746
5,3,154271391,157247160,1,1,2975769
5,2,154308282,170162666,1,1,15854384
5,6,154308282,156644939,1,1,2336657
5,2,154395158,167182055,1,1,12786897
5,4,154396505,156390297,1,1,1993792
5,6,156376703,156738830,1,1,362127
5,2,156479426,156531865,1,1,52439
5,3,156644939,159505208,1,1,2860269
5,5,156715531,161302728,1,1,4587197
5,3,156753284,178567054,1,1,21813770
5,4,156760416,161302728,1,1,4542312
5,3,158523522,178565001,1,1,20041479
5,3,158603571,180582980,1,1,21979409
5,4,159505208,177684682,1,1,18179474
5,3,159520661,161322889,1,1,1802228
5,3,159661754,180687212,1,1,21025458
5,4,160114730,175915835,1,1,15801105
5,3,161128761,176012067,1,1,14883306
5,3,161302728,180687212,1,1,19384484
5,3,161318132,180687212,1,1,19369080
5,6,161322889,177574901,1,1,16252012
5,6,161322889,177612744,1,1,16289855
5,3,161524944,169020350,1,1,7495406
5,3,162910199,180329359,1,1,17419160
5,3,162932822,180687212,1,1,17754390
5,4,162944709,180661256,1,1,17716547
5,5,162944709,175915835,1,1,12971126
5,6,167182055,177612744,1,1,10430689
5,6,167182055,180661256,1,1,13479201
5,6,167182121,177419967,1,1,10237846
5,3,167420236,178410519,1,1,10990283
5,4,167553880,180329359,1,1,12775479
5,3,169021610,180668801,1,1,11647191
5,3,169310407,180652135,1,1,11341728
5,2,170215670,180477449,1,1,10261779
5,3,170221185,177031967,1,1,6810782
5,2,170237090,180687212,1,1,10450122
5,3,170815125,180687212,1,1,9872087
5,3,171472575,180687212,1,1,9214637
5,2,172381978,180687212,1,1,8305234
5,4,172381978,180687212,1,1,8305234
5,3,172512686,177036043,1,1,4523357
5,3,172660004,180626242,1,1,7966238
5,3,174953743,176885499,1,1,1931756
5,2,175923482,180668751,1,1,4745269
5,3,175923482,180668751,1,1,4745269
5,3,175998208,180687212,1,1,4689004
5,2,176017455,180668751,1,1,4651296
5,3,176316344,180687212,1,1,4370868
5,3,176323298,180687212,1,1,4363914
5,2,176894756,176930135,1,1,35379
5,3,176931594,180669370,1,1,3737776
5,2,177035964,177547247,1,1,511283
5,4,177054672,179563359,1,1,2508687
5,4,177422823,180626242,1,1,3203419
5,3,177482594,180687212,1,1,3204618
5,2,177483154,177715452,1,1,232298
5,3,177483184,180687212,1,1,3204028
5,3,177547336,180687212,1,1,3139876
5,2,177612734,178540975,1,1,928241
5,4,177612734,180626242,1,1,3013508
5,3,177679447,180687212,1,1,3007765
5,1,177683185,177715581,1,1,32396
5,1,177686815,177989103,1,1,302288
5,4,177686815,180687212,1,1,3000397
5,3,177715465,180668801,1,1,2953336
5,3,178049444,180687212,1,1,2637768
5,2,178358274,180687212,1,1,2328938
5,3,178359136,180687212,1,1,2328076
5,3,178410151,178415982,1,1,5831
5,1,178410437,178410607,1,1,170
5,3,178410562,178411367,1,1,805
5,4,178410562,178410738,1,1,176
5,1,178411100,178411367,1,1,267
5,2,178411100,178411367,1,1,267
5,2,178411100,178416288,1,1,5188
5,2,178412273,180674152,1,1,2261879
5,3,178416063,180687212,1,1,2271149
5,4,178419288,180687212,1,1,2267924
5,4,178540975,180582980,1,1,2042005
5,4,178549791,180582980,1,1,2033189
5,3,178567082,180660601,1,1,2093519
5,3,178634547,180687212,1,1,2052665
5,3,179563368,180687212,1,1,1123844
5,2,180056192,180687212,1,1,631020
5,1,180288239,180432747,1,1,144508
5,2,180472498,180666294,1,1,193796
5,1,180482795,180687212,1,1,204417
5,2,180482795,180687212,1,1,204417
5,1,180622615,180661256,1,1,38641
6,3,203397,24505221,1,1,24301824
6,3,203397,24806594,1,1,24603197
6,4,203397,28403225,1,1,28199828
6,2,203466,1101323,1,1,897857
6,2,203466,90661576,1,1,90458110
6,3,203722,13281412,1,1,13077690
6,3,203722,17616513,1,1,17412791
6,3,292658,28359170,1,1,28066512
6,4,292658,170892848,1,1,170600190
6,5,292658,7396887,1,1,7104229
6,2,304688,1101323,1,1,796635
6,2,311798,32489796,1,1,32177998
6,2,311938,707241,1,1,395303
6,2,311938,17785948,1,1,17474010
6,2,311938,28219826,1,1,27907888
6,2,311938,32546783,1,1,32234845
6,3,311938,572714,1,1,260776
6,3,311938,1101323,1,1,789385
6,3,311938,17785948,1,1,17474010
6,3,311938,26124430,1,1,25812492
6,3,311938,28321544,1,1,28009606
6,3,311938,31113030,1,1,30801092
6,3,311938,32546978,1,1,32235040
6,3,311938,32610887,1,1,32298949
6,3,311938,32629963,1,1,32318025
6,3,311938,44149113,1,1,43837175
6,3,311938,44151490,1,1,43839552
6,3,311938,62887099,1,1,62575161
6,4,311938,7247248,1,1,6935310
6,4,311938,25967068,1,1,25655130
6,4,311938,31122502,1,1,30810564
6,4,311938,32610704,1,1,32298766
6,4,311938,39682367,1,1,39370429
6,4,311938,43401105,1,1,43089167
6,4,311938,45333093,1,1,45021155
6,5,311938,6167621,1,1,5855683
6,5,311938,18572233,1,1,18260295
6,5,311938,20739907,1,1,20427969
6,5,311938,20758704,1,1,20446766
6,5,311938,32546978,1,1,32235040
6,3,335069,556147,1,1,221078
6,2,335175,13361088,1,1,13025913
6,2,335175,17831419,1,1,17496244
6,2,335175,33630624,1,1,33295449
6,3,335175,1742794,1,1,1407619
6,3,335175,2671394,1,1,2336219
6,3,335175,5431340,1,1,5096165
6,3,335175,5999464,1,1,5664289
6,3,335175,6003513,1,1,5668338
6,3,335175,7390369,1,1,7055194
6,3,335175,11192575,1,1,10857400
6,3,335175,16327615,1,1,15992440
6,3,335175,18406387,1,1,18071212
6,3,335175,26501897,1,1,26166722
6,3,335175,32006387,1,1,31671212
6,3,335175,32546978,1,1,32211803
6,3,335175,33382457,1,1,33047282
6,3,335175,33636232,1,1,33301057
6,3,335175,46677235,1,1,46342060
6,3,335175,52130963,1,1,51795788
6,3,335175,52267967,1,1,51932792
6,3,335175,53520088,1,1,53184913
6,3,335175,56917520,1,1,56582345
6,3,335175,57189195,1,1,56854020
6,4,335175,1742794,1,1,1407619
6,4,335175,8435454,1,1,8100279
6,4,599042,18463633,1,1,17864591
6,2,1312998,32546743,1,1,31233745
6,3,1313078,2834265,1,1,1521187
6,3,1395043,17855864,1,1,16460821
6,5,1395043,17605106,1,1,16210063
6,5,1395043,18258085,1,1,16863042
6,5,1395043,40400877,1,1,39005834
6,3,2836266,43024287,1,1,40188021
6,3,6003985,38312936,1,1,32308951
6,5,6174856,18572233,1,1,12397377
6,1,7247344,7303735,1,1,56391
6,3,7310259,39688367,1,1,32378108
6,3,7393452,9616231,1,1,2222779
6,6,7398832,39284184,1,1,31885352
6,3,9616237,28403603,1,1,18787366
6,3,9616237,35980121,1,1,26363884
6,3,9705483,22292976,1,1,12587493
6,3,9845732,11770114,1,1,1924382
6,4,10587038,28403603,1,1,17816565
6,4,10587038,34392420,1,1,23805382
6,4,10587038,34738203,1,1,24151165
6,3,11200421,29857502,1,1,18657081
6,1,12016009,12296255,1,1,280246
6,4,13182685,17282415,1,1,4099730
6,4,13288578,13470113,1,1,181535
6,2,13365913,25108995,1,1,11743082
6,3,13794033,39851818,1,1,26057785
6,2,15246896,33641379,1,1,18394483
6,2,15246915,33541719,1,1,18294804
6,4,17282415,18463633,1,1,1181218
6,3,17493690,20758943,1,1,3265253
6,2,17616556,18171477,1,1,554921
6,5,17629091,21201493,1,1,3572402
6,2,17794494,17834346,1,1,39852
6,2,17794494,17855864,1,1,61370
6,1,17821964,17834346,1,1,12382
6,3,17821964,17834346,1,1,12382
6,4,17821964,17834346,1,1,12382
6,1,17821965,17834346,1,1,12381
6,1,17834198,17987229,1,1,153031
6,2,17834198,18134021,1,1,299823
6,2,17855864,28297313,1,1,10441449
6,3,17987229,28403225,1,1,10415996
6,2,18122506,24476553,1,1,6354047
6,2,18122506,57254811,1,1,39132305
6,3,18201961,57254927,1,1,39052966
6,4,18264210,56919674,1,1,38655464
6,4,18572056,20758943,1,1,2186887
6,3,20115611,24839746,1,1,4724135
6,3,20115611,25918688,1,1,5803077
6,4,20115611,31324151,1,1,11208540
6,3,20126656,28403603,1,1,8276947
6,3,20758704,28474218,1,1,7715514
6,3,20758943,28474218,1,1,7715275
6,3,21065449,33382457,1,1,12317008
6,4,22136879,28228342,1,1,6091463
6,1,24416593,24423675,1,1,7082
6,3,24551664,34949451,1,1,10397787
6,3,25084691,26021872,1,1,937181
6,2,25109703,39895410,1,1,14785707
6,3,25472787,26598798,1,1,1126011
6,2,25554180,28403603,1,1,2849423
6,3,25924158,28474218,1,1,2550060
6,2,26022244,27216848,1,1,1194604
6,3,26104096,27277402,1,1,1173306
6,2,26107790,29857905,1,1,3750115
6,3,26189312,26505403,1,1,316091
6,3,26505135,38670837,1,1,12165702
6,3,26509330,43190230,1,1,16680900
6,2,27277402,27792228,1,1,514826
6,4,27833174,31324200,1,1,3491026
6,2,28228342,32547939,1,1,4319597
6,4,28297368,44185254,1,1,15887886
6,2,28331127,32548097,1,1,4216970
6,2,28331127,32629936,1,1,4298809
6,4,28366262,32634485,1,1,4268223
6,2,28403603,32628045,1,1,4224442
6,3,29856285,32606658,1,1,2750373
6,3,29857615,32627958,1,1,2770343
6,2,29857905,29910816,1,1,52911
6,2,29858213,32606742,1,1,2748529
6,4,29858213,32549614,1,1,2691401
6,2,31122502,32546940,1,1,1424438
6,2,31129642,32546940,1,1,1417298
6,4,31324536,32548182,1,1,1223646
6,3,32489590,32634369,1,1,144779
6,4,32489669,32634485,1,1,144816
6,2,32489707,32489707,1,1,0
6,4,32489708,32548068,1,1,58360
6,1,32546670,32634485,1,1,87815
6,1,32546783,32546963,1,1,180
6,2,32546783,32547939,1,1,1156
6,2,32546783,32547991,1,1,1208
6,2,32546795,32552091,1,1,5296
6,2,32546818,32629346,1,1,82528
6,1,32546978,32605284,1,1,58306
6,2,32546978,32557435,1,1,10457
6,4,32546978,32548161,1,1,1183
6,1,32547947,32548182,1,1,235
6,1,32547947,32557435,1,1,9488
6,1,32548032,32548182,1,1,150
6,1,32548068,32552172,1,1,4104
6,2,32548068,32634485,1,1,86417
6,3,32548068,32634485,1,1,86417
6,5,32548068,32627958,1,1,79890
6,1,32548122,32552091,1,1,3969
6,2,32548122,32634485,1,1,86363
6,1,32548581,32552172,1,1,3591
6,1,32549540,32552091,1,1,2551
6,1,32549540,32605284,1,1,55744
6,2,32549540,34213296,1,1,1663756
6,2,32557435,37349033,1,1,4791598
6,3,32557435,32610461,1,1,53026
6,2,32605284,38851585,1,1,6246301
6,2,32606682,33541719,1,1,935037
6,3,32606793,32629936,1,1,23143
6,3,32609147,32628784,1,1,19637
6,4,32610436,32634485,1,1,24049
6,3,32610689,32628045,1,1,17356
6,5,32610749,32634485,1,1,23736
6,3,32627882,32634485,1,1,6603
6,5,32627882,32634485,1,1,6603
6,3,32627956,33625696,1,1,997740
6,2,32628045,32629963,1,1,1918
6,3,32628098,38913177,1,1,6285079
6,3,32628543,32629936,1,1,1393
6,4,32628543,32629936,1,1,1393
6,2,32629257,32632745,1,1,3488
6,3,32629718,32632587,1,1,2869
6,3,32629847,32634485,1,1,4638
6,2,32632587,32634485,1,1,1898
6,5,32632587,32634485,1,1,1898
6,6,32632587,32634369,1,1,1782
6,1,32632598,32634485,1,1,1887
6,3,32632642,33542478,1,1,909836
6,3,32634485,47649694,1,1,15015209
6,3,33382457,33382457,1,1,0
6,4,33382457,137041833,1,1,103659376
6,4,33382457,170878886,1,1,137496429
6,3,33541719,35205881,1,1,1664162
6,3,33541719,35285720,1,1,1744001
6,3,33541719,63921456,1,1,30379737
6,3,33541719,170893364,1,1,137351645
6,2,33542478,34497079,1,1,954601
6,3,33542478,38472176,1,1,4929698
6,4,33542478,38472176,1,1,4929698
6,5,33545340,39682367,1,1,6137027
6,3,33560896,40360465,1,1,6799569
6,3,33561164,55216005,1,1,21654841
6,3,33561164,170892848,1,1,137331684
6,4,33561164,34215228,1,1,654064
6,4,33561164,56569104,1,1,23007940
6,4,33561164,56873069,1,1,23311905
6,4,33626717,34392420,1,1,765703
6,3,33641897,38670837,1,1,5028940
6,2,34497967,160169258,1,1,125671291
6,2,34497967,163587266,1,1,129089299
6,5,34759954,41204094,1,1,6444140
6,4,34840325,56417545,1,1,21577220
6,5,34949607,35745655,1,1,796048
6,6,35747108,39278794,1,1,3531686
6,1,36943513,36989391,1,1,45878
6,2,36943513,36989391,1,1,45878
6,2,36943513,37180355,1,1,236842
6,3,36989391,56484758,1,1,19495367
6,3,36989391,56873069,1,1,19883678
6,3,36990736,56873069,1,1,19882333
6,3,36990736,170892848,1,1,133902112
6,3,37180523,56873069,1,1,19692546
6,4,37445511,41204094,1,1,3758583
6,3,38312936,46801071,1,1,8488135
6,3,38312936,56476262,1,1,18163326
6,3,38670708,47847401,1,1,9176693
6,3,38670708,47847683,1,1,9176975
6,2,38702169,38746294,1,1,44125
6,2,38718402,57254811,1,1,18536409
6,2,38877605,42232475,1,1,3354870
6,2,39278794,40360465,1,1,1081671
6,5,39282036,40400877,1,1,1118841
6,7,39688367,40996173,1,1,1307806
6,8,39688367,40996173,1,1,1307806
6,5,39828862,40360465,1,1,531603
6,2,39851818,39895410,1,1,43592
6,3,39865047,41889223,1,1,2024176
6,3,39895410,52999239,1,1,13103829
6,3,40399446,42612312,1,1,2212866
6,4,40996173,56873069,1,1,15876896
6,5,40996381,47682604,1,1,6686223
6,5,40996381,56873069,1,1,15876688
6,3,41617626,41658889,1,1,41263
6,5,42225993,46110937,1,1,3884944
6,3,42689755,43747450,1,1,1057695
6,2,42985973,43034850,1,1,48877
6,3,43100425,56350339,1,1,13249914
6,3,43193877,57189167,1,1,13995290
6,3,44151490,57189167,1,1,13037677
6,3,44151765,57189167,1,1,13037402
6,4,44185522,56919674,1,1,12734152
6,2,45296618,53520088,1,1,8223470
6,2,45480190,54192008,1,1,8711818
6,3,45917141,49989657,1,1,4072516
6,5,46108916,49403282,1,1,3294366
6,6,46108916,49403282,1,1,3294366
6,2,46135231,56873069,1,1,10737838
6,6,46521602,47847401,1,1,1325799
6,3,46623698,49913981,1,1,3290283
6,3,46793175,57189167,1,1,10395992
6,4,47654662,56873069,1,1,9218407
6,6,47684591,56873069,1,1,9188478
6,2,49403282,170893364,1,1,121490082
6,3,49403282,55216005,1,1,5812723
6,3,49660418,52268008,1,1,2607590
6,3,49660418,52303399,1,1,2642981
6,3,52303399,52878654,1,1,575255
6,3,52343899,52878654,1,1,534755
6,3,53707098,66013183,1,1,12306085
6,3,54186024,57512565,1,1,3326541
6,3,54245270,56484758,1,1,2239488
6,3,54245270,56873069,1,1,2627799
6,3,54735122,56507135,1,1,1772013
6,3,54735122,56873069,1,1,2137947
6,3,54735122,62390916,1,1,7655794
6,3,54735344,57244672,1,1,2509328
6,3,55266625,56557822,1,1,1291197
6,3,55639028,56510526,1,1,871498
6,3,55932036,55935629,1,1,3593
6,2,56044578,57255001,1,1,1210423
6,2,56359034,62887099,1,1,6528065
6,2,56513331,57398335,1,1,885004
6,3,56569104,57512565,1,1,943461
